Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
A0048,2014,Outcross,-0.03303576,PC_K54_ID1,PC_J51_ID1,2948.49,0,47,E,57,53,132,47,5.1,9,10,3,390,130,42,4,4.034021,8,5.25,4867,140,0.0288,1.64,10,100,0.0256,4,0.0576,0,0,0,100,6.692482,1.667047,1.34673788,PC_J51_ID1xPC_K54_ID1,-1,Outcross2014
A0049,2014,Self,0.4191074,PC_O59_ID2,PC_O59_ID2,3060.37,0,48,E,70,67,167,39,5.8,6,16,3,450,150,54.5,4,4.076949,8,6.81,5674,209,0.0368,1.98,11,100,0.0356,3,0.0735,0,0.029,0,95,7.733878,1.906349,1.420805783,PC_O59_ID2xPC_O59_ID2,1,Self2014
A0051,2014,Self,0.545544,PC_M05_ID1,PC_M05_ID1,3011.97,0,50,E,65,65,112,46.5,5.1,5,7,2,440,220,43,4.5,3.72143,9,4.78,3733,80,0.0213,1.56,8,100,0.0159,0,0.0426,0,0.128,0,95,5.352191,1.444997,1.456667601,PC_M05_ID1xPC_M05_ID1,1,Self2014
A0052,2014,Self,0.4109521,PC_I55_ID2,PC_I55_ID2,2849.52,0,51,E,68,65,117,53,4.6,3,5,3,380,126.67,42,4.25,4.012704,8.5,4.94,4137,111,0.0268,1.22,13,0,0.0132,3,0.0536,0,0,0,100,6.457796,1.614151,1.369409311,PC_I55_ID2xPC_I55_ID2,1,Self2014
A0060,2014,Self,0.6627957,PC_N10_ID2,PC_N10_ID2,1775.15,0,59,E,NA,NA,51,30.5,2.5,0,1,2,40,20,41,3.5,4.400245,7,5.86,1388,46,0.0329,0.63,5,0,0.025,NA,0.0658,0,0,0,90,6.91108,1.573957,1.375974594,PC_N10_ID2xPC_N10_ID2,1,Self2014
A0061,2014,Outcross,-0.020566,PC_J12_ID1,PC_L08_ID1,1553.13,0,60,E,59,54,82,52,5.5,11,16,NA,NA,NA,41.5,3.75,4.263879,7.5,5.53,NA,NA,0.0332,1.29,6,100,NA,5,0.0664,0,0,0,5,6.789977,1.598528,1.40279941,PC_J12_ID1xPC_L08_ID1,1,Outcross2014
A0064,2014,Outcross,-0.01927835,PC_J48_ID2,PC_I50_ID2,1759.8,0,63,E,67,66,156,54,7.2,8,17,4,780,195,47,5,3.621391,10,4.7,6723,149,0.0222,2.42,10,100,0.0218,1,0.0443,0,0,0,85,5.829299,1.618504,1.380799051,PC_I50_ID2xPC_J48_ID2,-1,Outcross2014
A0066,2014,Outcross,-0.0352144,PC_N13_ID1,PC_L56_ID1,1801.95,0,65,E,57,56,136,51,7.6,8,11,2,580,290,69.5,5.75,4.355827,11.5,6.04,6649,225,0.0338,1.92,10,90,0.019,1,0.0676,0,0,0,0,6.43822,1.487517,1.391310174,PC_L56_ID1xPC_N13_ID1,-1,Outcross2014
A0072,2014,Outcross,-0.00834614,PC_L08_ID1,PC_N07_ID1,3233.98,0,71,E,59,57,114,42,4.6,8,8,2,480,240,41.5,3.75,4.069967,7.5,5.53,3983,91,0.0228,1.79,10,100,0.0167,2,0.0457,0,0,0,100,6.163504,1.517037,1.394914741,PC_L08_ID1xPC_N07_ID1,1,Outcross2014
A0073,2014,Self,0.5009499,PC_M05_ID1,PC_M05_ID1,2767.87,0,72,E,69,70,154,51,5.1,11,11,4,540,135,44,5,3.544965,10,4.4,6333,136,0.0215,1.58,10,100,0.0204,-1,0.0429,0,0.028,0,100,5.428232,1.532286,1.432075457,PC_M05_ID1xPC_M05_ID1,1,Self2014
A0078,2014,Outcross,-0.0158905,PC_I58_ID2,PC_I55_ID2,2340.2,0,77,E,56,52,138,43.5,4.3,14,11,2,440,220,51,4.25,4.044742,8.5,6,5487,168,0.0307,1.32,8,0,0.025,4,0.0614,0,0,0,90,6.705481,1.660658,1.394412462,PC_I55_ID2xPC_I58_ID2,-1,Outcross2014
A0081,2014,Outcross,-0.0418757,PC_I50_ID2,PC_N07_ID2,2920.33,0,80,E,65,64,157,58.5,6.8,7,8,4,780,195,40.5,3.75,4.142502,7.5,5.4,3637,105,0.0289,2.34,11,100,0.0103,1,0.0578,0,0,0,100,6.298665,1.527451,1.394557487,PC_I50_ID2xPC_N07_ID2,1,Outcross2014
A0082,2014,Self,0.5267442,PC_I58_ID2,PC_I58_ID2,3347.79,0,81,E,61,52,139,35,4.9,3,9,2,300,150,42.5,4.25,3.656318,8.5,5,4092,89,0.0218,1.29,9,0,0.03,9,0.0436,0,0,0,100,6.306634,1.738643,1.443461132,PC_I58_ID2xPC_I58_ID2,1,Self2014
A0084,2014,Outcross,-0.0411314,PC_J12_ID1,PC_M59_ID1,3275.56,0,83,E,54,52,160,40,5,4,8,2,390,195,40,3.5,3.807905,7,5.71,3586,85,0.0238,1.45,11,100,0.0205,2,0.0476,0,0,0,100,6.372596,1.678174,1.369032935,PC_J12_ID1xPC_M59_ID1,1,Outcross2014
A0085,2014,Outcross,-0.0115091,PC_M15_ID1,PC_I06_ID1,3230.07,0,84,E,63,61,147,42,5.9,5,12,2,440,220,42,4,3.916163,8,5.25,4420,109,0.0248,1.65,9,100,0.0273,2,0.0495,0,0,0,100,6.584519,1.686305,1.348962576,PC_I06_ID1xPC_M15_ID1,-1,Outcross2014
A0086,2014,Self,0.7158543,PC_N10_ID2,PC_N10_ID2,3248.17,0,85,E,NA,NA,79,40.5,3.6,NA,3,2,140,70,34.5,3.5,NA,7,4.93,NA,NA,NA,NA,NA,100,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC_N10_ID2xPC_N10_ID2,1,Self2014
A0089,2014,Self,0.6000079,PC_J50_ID1,PC_J50_ID1,3480.58,0,88,E,63,63,101,59,4.9,6,15,3,630,210,46,4,3.641465,8,5.75,4348,99,0.0228,1.31,7,100,0.0238,0,0.0456,0,0,0,95,6.044128,1.670434,1.444354941,PC_J50_ID1xPC_J50_ID1,1,Self2014
A0090,2014,Self,0.5230645,PC_I52_ID1,PC_I52_ID1,3217.01,0,89,E,72,70,180,49,6,7,8,3,340,113.33,49.5,4.5,4.023719,9,5.5,5370,164,0.0306,1.64,12,100,0.0235,2,0.0612,0,0.005,0,100,6.161837,1.538794,1.455779019,PC_I52_ID1xPC_I52_ID1,1,Self2014
A0091,2014,Self,0.5640154,PC_O59_ID2,PC_O59_ID2,4012.45,0,90,E,78,67,168,51,5.2,2,6,2,140,70,54.5,4.25,4.05326,8.5,6.41,3424,108,0.0315,1.32,8,0,0.0429,11,0.0631,0,0.031,0,100,7.104336,1.761007,1.457387926,PC_O59_ID2xPC_O59_ID2,1,Self2014
A0092,2014,Outcross,0.0128626,PC_K54_ID1,PC_N04_ID1,3447.12,0,91,E,68,64,131,51,4.2,4,6,2,320,160,47.5,4.25,4.419834,8.5,5.59,3862,140,0.0363,1.67,10,50,0.0188,4,0.0725,0,0,0,95,6.389943,1.453395,1.412785267,PC_K54_ID1xPC_N04_ID1,1,Outcross2014
A0094,2014,Outcross,-0.04097444,PC_L08_ID1,PC_L56_ID1,2802.75,0,93,E,58,57,135,53,5,8,7,2,550,275,63,5.5,4.602348,11,5.73,4552,175,0.0385,1.62,7,90,0.0127,1,0.077,0,0,0,95,6.818027,1.486504,1.412750717,PC_L08_ID1xPC_L56_ID1,1,Outcross2014
A0095,2014,Self,0.3493593,PC_K02_ID1,PC_K02_ID1,2775.45,0,94,E,63,63,144,61,5.8,5,9,2,470,235,54.5,5,3.921264,10,5.45,5077,154,0.0303,1.85,10,100,0.0191,0,0.0605,0,0,0,100,6.497404,1.660662,1.444387449,PC_K02_ID1xPC_K02_ID1,1,Self2014
A0100,2014,Self,0.6357408,PC_K55_ID2,PC_K55_ID2,3342.38,0,99,E,65,65,120,38,6,6,13,NA,NA,NA,44,5.5,3.743368,11,4,NA,NA,0.02,1.63,8,100,NA,0,0.04,0.01,0.005,0,90,5.488474,1.477697,1.351630721,PC_K55_ID2xPC_K55_ID2,1,Self2014
A0101,2014,Outcross,-0.0041096,PC_N03_ID2,PC_I50_ID2,2991.34,0,100,E,85,83,182,49,5.4,11,6,2,450,225,51,5.25,4.091869,10.5,4.86,5958,142,0.0238,1.5,11,100,0.0133,2,0.0476,0,0,0,100,5.658586,1.387166,1.334862091,PC_I50_ID2xPC_N03_ID2,-1,Outcross2014
A0102,2014,Self,0.5409044,PC_L48_ID2,PC_L48_ID2,3920.77,0,101,E,70,68,116,45,4.5,2,5,1,310,310,39,5.25,3.448493,10.5,3.71,3941,68,0.0174,1.39,9,80,0.0161,2,0.0347,0.032,0.111,0,90,4.967363,1.443586,1.378336663,PC_L48_ID2xPC_L48_ID2,1,Self2014
A0103,2014,Outcross,-0.0180279,PC_I11_ID2,PC_K55_ID2,2820.63,0,102,E,56,53,119,45,5.9,10,8,1,290,290,42,3.25,4.271008,6.5,6.46,3895,121,0.0311,1.43,10,0,0.0276,3,0.0623,0,0,0,25,6.471273,1.522874,1.348377744,PC_I11_ID2xPC_K55_ID2,1,Outcross2014
A0107,2014,Outcross,0.0263249,PC_I52_ID1,PC_I08_ID1,2146.59,0,106,E,67,64,148,57,5.9,10,13,3,520,173.33,54,5,3.948282,10,5.4,7200,206,0.0286,1.74,12,100,0.025,3,0.0573,0,0,0,100,6.13928,1.563634,1.393788258,PC_I08_ID1xPC_I52_ID1,-1,Outcross2014
