Plot,Year,Type,F_est,Mother,Father,Shading,X_axis,Y_axis,Border,DTA,DTS,PlantHt,LeafLen,LeafWd,TillNum,EarsPerSideBran,LatBranNodeNum,LatBranLen,LBIL,EarLen,SeedsPerRow,FC_Width_mm,SeedsPerEar,EarInternodeLen,PredSeedPerPlant,PredTotalSeedWeight,SeedWeight,CulmDiam,BranNum,MalePerc,Clustering,ASI,FruitcaseWt,ProporYoked,ProporNonShatter,ProporPairedSpikelets,Perc_Germ,FC_Length_mm,FC_LWR,FC_Triangularity,com,dr,TypeYear
E1600,2013,Outcross,-0.0053907,PC_N11_ID1,PC_J50_ID1,2637.34,17,104,E,68,65,111,57,5,7,11,3,490,163.33,48.5,4.25,3.647753,8.5,5.71,3654,80,0.022,1.2,8,100,0.0224,3,0.0439,0,0,0,35,5.825122,1.6013,1.403118852,PC_J50_ID1xPC_N11_ID1,-1,Outcross2013
E1601,2013,Outcross,-0.0135006,PC_L48_ID2,PC_J48_ID2,2288.8,18,104,E,67,65,147,49,5.5,13,9,3,450,150,35,3.25,3.847281,6.5,5.38,3528,74,0.021,1.2,10,100,0.02,2,0.042,0,0,0,65,5.530298,1.441545,1.393316107,PC_J48_ID2xPC_L48_ID2,-1,Outcross2013
E1602,2013,Self,0.5561755,PC_L12_ID2,PC_L12_ID2,3627.63,18,103,E,70,69,66,33,1.5,0,1,1,70,70,42,3.5,NA,7,6,299,NA,NA,0.5,3,0,0.0143,1,NA,NA,NA,NA,NA,NA,NA,NA,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1603,2013,Self,0.4396064,PC_J14_ID2,PC_J14_ID2,2872.98,18,102,E,88,83,152,51,5.5,5,4,2,240,120,33.5,3.25,4.043568,6.5,5.15,2604,52,0.0199,1.5,12,50,0.0167,5,0.0398,0,0,0,80,5.882404,1.461306,1.398442236,PC_J14_ID2xPC_J14_ID2,1,Self2013
E1605,2013,Self,0.4734311,PC_L12_ID1,PC_L12_ID1,3175.24,18,100,E,74,70,124,48,5,7,5,2,240,120,31,3.5,3.655626,7,4.43,2608,50,0.0192,1.3,9,100,0.0208,4,0.0384,0,0,0,65,5.368397,1.47186,1.408029293,PC_L12_ID1xPC_L12_ID1,1,Self2013
E1606,2013,Outcross,-0.01343524,PC_I58_ID1,PC_L56_ID1,3884.12,18,99,E,75,73,142,72,7.5,7,17,4,600,150,48,4.5,3.890056,9,5.33,5607,151,0.027,1.8,11,100,0.0283,2,0.0539,0,0,0,85,5.97851,1.543022,1.415530975,PC_I58_ID1xPC_L56_ID1,1,Outcross2013
E1607,2013,Outcross,0.0176872,PC_J50_ID1,PC_M15_ID1,3296.56,18,98,E,62,63,135,65,5,11,8,3,550,183.33,41,4,3.550904,8,5.13,3323,64,0.0191,1.3,8,100,0.0145,-1,0.0382,0,0,0,55,5.202493,1.473372,1.368372598,PC_J50_ID1xPC_M15_ID1,1,Outcross2013
E1608,2013,Self,0.3797629,PC_L12_ID2,PC_L12_ID2,3453.48,18,97,E,NA,66,138,44,5,3,15,4,510,127.5,34.5,3.5,3.471663,7,4.93,3730,67,0.0181,1.4,11,100,0.0294,NA,0.0362,0,0,0,80,5.674365,1.641522,1.434070832,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1611,2013,Self,0.4585234,PC_L56_ID1,PC_L56_ID1,2510.76,18,94,E,73,70,126,57,5,5,9,3,340,113.33,42,4,4.190839,8,5.25,3063,87,0.0283,1.6,8,100,0.0265,3,0.0565,0,0,0,85,7.151278,1.712557,1.371068707,PC_L56_ID1xPC_L56_ID1,1,Self2013
E1612,2013,Self,0.4307376,PC_N14_ID2,PC_N14_ID2,2202.36,18,93,E,70,67,106,44,3.5,9,5,2,380,190,33,3.5,3.783294,7,4.71,2641,58,0.0219,1.2,9,100,0.0132,3,0.0438,0,0,0,40,5.675666,1.504501,1.402309798,PC_N14_ID2xPC_N14_ID2,1,Self2013
E1614,2013,Self,0.4454939,PC_N04_ID1,PC_N04_ID1,2766.98,18,91,E,83,82,150,40,5.5,5,6,1,100,100,44.5,4,3.591756,8,5.56,3555,65,0.0182,1.4,11,100,0.06,1,0.0363,0,0,0,75,6.377434,1.786442,1.442799286,PC_N04_ID1xPC_N04_ID1,1,Self2013
E1616,2013,Self,0.4539443,PC_N57_ID2,PC_N57_ID2,2940.64,18,89,E,80,76,162,62,6.5,8,10,3,420,140,50.5,3.75,4.621949,7.5,6.73,3686,137,0.0373,1.4,10,0,0.0238,4,0.0745,0,0,0,70,7.511799,1.636847,1.412274591,PC_N57_ID2xPC_N57_ID2,1,Self2013
E1617,2013,Self,0.7055072,PC_N03_ID2,PC_N03_ID2,3329.52,18,88,E,95,87,134,56,5,5,5,1,90,90,45,5.5,3.308588,11,4.09,4966,68,0.0138,1.1,12,0,0.0556,8,0.0276,0,0,0,50,5.36741,1.628381,1.373419694,PC_N03_ID2xPC_N03_ID2,1,Self2013
E1620,2013,Outcross,-0.012461,PC_O51_ID2,PC_N58_ID2,2997.05,18,85,E,67,66,117,50,6.5,14,9,3,630,210,39.5,4.25,3.632573,8.5,4.65,3760,76,0.0203,1.3,7,100,0.0143,1,0.0406,0,0,0,80,5.690572,1.568688,1.373844587,PC_N58_ID2xPC_O51_ID2,-1,Outcross2013
E1621,2013,Self,0.3240794,PC_L12_ID1,PC_L12_ID1,2785.11,18,84,E,71,71,114,50,5,12,9,3,490,163.33,42.5,4.25,3.855874,8.5,5,4182,86,0.0207,1.4,9,100,0.0184,0,0.0413,0,0,0,80,6.050289,1.574397,1.369596457,PC_L12_ID1xPC_L12_ID1,1,Self2013
E1625,2013,Self,0.4526172,PC_N48_ID1,PC_N48_ID1,2371,18,80,E,86,80,82,68,5.5,0,3,1,50,50,47.5,4,4.907022,8,5.94,1815,66,0.0364,1.2,8,0,0.06,6,0.0728,0,0,0,85,7.705772,1.584698,1.386025115,PC_N48_ID1xPC_N48_ID1,1,Self2013
E1626,2013,Outcross,-0.0245591,PC_N13_ID1,PC_N07_ID1,1255.6,18,79,E,78,71,157,70,5,13,7,2,400,200,50,5.25,4.44596,10.5,4.76,5908,161,0.0273,1.9,12,100,0.0175,7,0.0545,0,0,0,80,5.875063,1.326718,1.30082803,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
E1629,2013,Outcross,-0.0135634,PC_J12_ID1,PC_M59_ID1,2422.41,18,76,E,62,65,125,60,5,9,10,3,570,190,33.5,3.25,3.50142,6.5,5.15,2933,56,0.0192,1.4,9,100,0.0175,-3,0.0384,0,0,0,85,5.823167,1.672699,1.383275254,PC_J12_ID1xPC_M59_ID1,1,Outcross2013
E1631,2013,Outcross,-0.0144592,PC_N13_ID1,PC_N07_ID1,2416.62,18,74,E,76,74,160,63,5.5,11,11,3,450,150,44.5,4.5,3.826134,9,4.94,4998,113,0.0227,1.7,10,100,0.0244,2,0.0453,0,0,0,95,5.671287,1.485685,1.350774206,PC_N07_ID1xPC_N13_ID1,-1,Outcross2013
E1633,2013,Self,0.7183417,PC_L48_ID2,PC_L48_ID2,2654.41,18,72,E,91,87,148,52,4.5,1,5,1,80,80,41,5.5,3.303224,11,3.73,3392,48,0.0142,1.2,9,100,0.0625,4,0.0284,0.018,0.036,0,75,4.96278,1.51272,1.381379225,PC_L48_ID2xPC_L48_ID2,1,Self2013
E1637,2013,Outcross,-0.0038475,PC_I58_ID1,PC_N09_ID1,3219.27,18,68,E,73,72,161,68,7,8,15,3,560,186.67,37.5,3.5,4.030389,7,5.36,4788,110,0.0229,1.7,14,100,0.0268,1,0.0459,0,0,0,85,6.292891,1.566419,1.330229777,PC_I58_ID1xPC_N09_ID1,1,Outcross2013
E1638,2013,Self,0.4117569,PC_I52_ID1,PC_I52_ID1,3793.7,18,67,E,68,66,126,49,4.5,7,10,3,200,66.67,39.5,3.5,3.832038,7,5.64,3245,80,0.0248,1.2,8,100,0.05,2,0.0495,0,0,0,80,6.224558,1.630316,1.381240233,PC_I52_ID1xPC_I52_ID1,1,Self2013
E1639,2013,Outcross,-0.0254692,PC_J04_ID1,PC_N13_ID1,3240.06,18,66,E,61,64,95,54,6,10,10,3,820,273.33,53.5,4.5,4.616589,9,5.94,3281,122,0.0371,1.5,7,100,0.0122,-3,0.0742,0,0,0,95,6.703396,1.456186,1.351199583,PC_J04_ID1xPC_N13_ID1,1,Outcross2013
E1641,2013,Self,0.6218218,PC_L12_ID2,PC_L12_ID2,2482.3,18,64,E,66,65,50,20,1.5,0,3,1,30,30,27,2.5,NA,5,5.4,609,14,0.0227,0.5,4,0,0.1,1,0.0453,0,0,0,NA,NA,NA,NA,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1643,2013,Self,0.5931897,PC_L48_ID2,PC_L48_ID2,1735.88,18,62,E,92,87,140,56,4.5,2,4,1,70,70,43,5.5,3.470236,11,3.91,3345,52,0.0157,1.1,9,30,0.0571,5,0.0313,0,0.01,0,85,4.642984,1.34682,1.447880816,PC_L48_ID2xPC_L48_ID2,1,Self2013
E1644,2013,Self,0.4645592,PC_J07_ID2,PC_J07_ID2,2301.61,18,61,E,NA,NA,73,25,3,0,1,4,60,15,43,4.5,3.647593,9,4.78,647,13,0.0197,0.5,4,100,0.0167,NA,0.0394,0,0,0,NA,5.357657,1.471607,1.300481216,PC_J07_ID2xPC_J07_ID2,1,Self2013
E1646,2013,Self,0.5078475,PC_L06_ID2,PC_L06_ID2,2934.01,18,59,E,89,83,90,38,3.5,0,3,1,100,100,35,3.5,3.516329,7,5,949,18,0.019,0.8,5,0,0.03,6,0.038,0,0,0,NA,5.247624,1.495022,1.435408161,PC_L06_ID2xPC_L06_ID2,1,Self2013
E1648,2013,Self,0.4114779,PC_L12_ID2,PC_L12_ID2,3413.39,18,57,E,NA,67,121,23,3.5,2,9,4,590,147.5,40.5,3.75,3.737463,7.5,5.4,2155,50,0.023,1.2,8,100,0.0153,NA,0.0459,0,0,0,55,6.270652,1.683488,1.441315694,PC_L12_ID2xPC_L12_ID2,1,Self2013
E1649,2013,Outcross,-0.052975,PC_I11_ID2,PC_N57_ID2,2170.81,18,56,E,67,65,160,56,6,15,9,3,670,223.33,45.5,3.75,4.619998,7.5,6.07,3583,138,0.0386,1.5,8,100,0.0134,2,0.0772,0,0,0,90,7.268978,1.577921,1.362503113,PC_I11_ID2xPC_N57_ID2,1,Outcross2013
E1651,2013,Self,0.3676691,PC_M15_ID1,PC_M15_ID1,3060.81,18,54,E,70,67,108,43,5.5,7,6,2,340,170,46,4,3.581951,8,5.75,3222,65,0.0203,1.3,10,100,0.0176,3,0.0406,0,0,0,80,5.753014,1.611932,1.376665715,PC_M15_ID1xPC_M15_ID1,1,Self2013
E1652,2013,Outcross,-0.01559705,PC_I58_ID1,PC_N48_ID1,3145.3,18,53,E,73,70,153,63,7,10,16,4,640,160,49.5,4.75,4.602667,9.5,5.21,6345,209,0.0329,1.9,12,100,0.025,3,0.0657,0,0,0,80,6.704726,1.46242,1.371902975,PC_I58_ID1xPC_N48_ID1,1,Outcross2013
E1654,2013,Outcross,0.0018265,PC_O59_ID2,PC_K55_ID2,3617.47,18,51,E,80,79,165,69,5.5,6,9,3,120,40,55.5,5.75,3.875785,11.5,4.83,5071,128,0.0253,1.5,8,100,0.075,1,0.0505,0,0,0,75,5.437681,1.422622,1.390035178,PC_K55_ID2xPC_O59_ID2,-1,Outcross2013
E1655,2013,Self,0.4165969,PC_J14_ID2,PC_J14_ID2,2416.82,18,50,E,83,80,144,63,5.5,18,5,1,100,100,40,4,4.002243,8,5,5242,127,0.0242,1.4,12,40,0.05,3,0.0483,0,0,0,70,5.899607,1.48726,1.320869643,PC_J14_ID2xPC_J14_ID2,1,Self2013
E1661,2013,Outcross,0.0062904,PC_N11_ID1,PC_J04_ID1,1845.07,18,44,E,78,76,160,68,8.5,4,11,3,420,140,42,4.25,3.856203,8.5,4.94,3828,101,0.0264,1.9,10,100,0.0262,2,0.0528,0,0,0,75,6.034714,1.583254,1.384349799,PC_J04_ID1xPC_N11_ID1,-1,Outcross2013
E1667,2013,Outcross,0.0099394,PC_K60_ID1,PC_M58_ID1,1767.85,18,38,E,75,75,137,69,5.5,9,9,3,600,200,41.5,4.25,3.754072,8.5,4.88,3831,79,0.0206,1.3,10,90,0.015,0,0.0413,0,0,0,80,5.543167,1.478896,1.427661703,PC_K60_ID1xPC_M58_ID1,1,Outcross2013
E1672,2013,Outcross,-0.009513,PC_I55_ID2,PC_I58_ID2,2787.18,18,33,E,63,66,108,49,3.5,10,10,3,630,210,50,5,3.859095,10,5,4011,101,0.0252,1.2,7,100,0.0159,-3,0.0505,0,0,0,85,6.181776,1.605546,1.34881497,PC_I55_ID2xPC_I58_ID2,1,Outcross2013
E1673,2013,Outcross,-0.0747856,PC_I50_ID1,PC_I06_ID1,3331.64,18,32,E,75,72,147,60,5,4,6,2,400,200,41.5,4.25,4.006412,8.5,4.88,2458,60,0.0243,1.3,8,100,0.015,3,0.0485,0,0,0,95,5.648345,1.420591,1.335248248,PC_I06_ID1xPC_I50_ID1,-1,Outcross2013
E1675,2013,Self,0.4107066,PC_J50_ID1,PC_J50_ID1,2205.71,18,30,E,70,71,113,47,4,18,11,3,650,216.67,45,3.75,4.283036,7.5,6,4095,122,0.0298,1.1,7,100,0.0169,-1,0.0596,0,0,0,90,6.717146,1.573923,1.384283112,PC_J50_ID1xPC_J50_ID1,1,Self2013
E1681,2013,Outcross,0.010224,PC_I58_ID1,PC_I52_ID1,2228.42,18,24,E,76,72,138,55,6,7,13,3,460,153.33,57.5,4.5,3.886269,9,6.39,4809,139,0.0289,1.5,10,100,0.0283,4,0.0578,0,0,0,80,6.89192,1.779484,1.4280824,PC_I52_ID1xPC_I58_ID1,-1,Outcross2013
E1683,2013,Outcross,-0.0334851,PC_K60_ID1,PC_N13_ID1,2452.3,18,22,E,75,74,183,64,6.5,6,7,2,350,175,48,4.75,3.863507,9.5,5.05,4126,106,0.0256,1.8,11,100,0.02,1,0.0512,0,0,0,90,6.38926,1.661446,1.346329363,PC_K60_ID1xPC_N13_ID1,1,Outcross2013
E1684,2013,Self,0.4096159,PC_J48_ID2,PC_J48_ID2,2777.96,18,21,E,70,70,102,42,6.5,7,10,4,680,170,37.5,3.75,3.707711,7.5,5,2376,47,0.0198,1.1,6,0,0.0147,0,0.0396,0,0,0,75,5.736546,1.552195,1.348168648,PC_J48_ID2xPC_J48_ID2,1,Self2013
E1688,2013,Outcross,0.021635,PC_J48_ID2,PC_N07_ID2,1710.21,18,17,E,68,67,123,59,6,11,10,3,530,176.67,44.5,4.25,3.844776,8.5,5.24,3939,95,0.0242,1.4,8,100,0.0189,1,0.0485,0,0,0,85,5.873329,1.5307,1.398700708,PC_J48_ID2xPC_N07_ID2,1,Outcross2013
E1689,2013,Self,0.5760887,PC_I52_ID1,PC_I52_ID1,2141.12,18,16,E,71,69,101,57,5,6,11,3,100,33.33,45,4.5,4.24842,9,5,4156,111,0.0268,1.1,7,100,0.11,2,0.0536,0,0,0,90,6.747543,1.593809,1.389494135,PC_I52_ID1xPC_I52_ID1,1,Self2013
E1690,2013,Self,0.5049994,PC_N10_ID2,PC_N10_ID2,1983.88,18,15,E,88,75,NA,47,4.5,3,4,3,210,70,49,4.5,3.514135,9,5.44,1901,39,0.0203,1.1,6,0,0.019,13,0.0407,0.062,0.062,0,75,5.496145,1.568484,1.432315728,PC_N10_ID2xPC_N10_ID2,1,Self2013
E1692,2013,Outcross,-0.0085344,PC_L06_ID2,PC_I55_ID2,951.22,18,13,E,81,79,142,73,7,7,9,3,500,166.67,64.5,6,4.01143,12,5.38,5586,149,0.0267,1.8,11,100,0.018,2,0.0534,0,0,0,80,5.879816,1.467703,1.386672427,PC_I55_ID2xPC_L06_ID2,-1,Outcross2013
E1694,2013,Self,0.3603357,PC_L12_ID1,PC_L12_ID1,1641.61,18,11,E,81,79,81,26,4.5,4,6,1,100,100,38.5,3.75,3.777274,7.5,5.13,1989,44,0.022,0.9,5,100,0.06,2,0.044,0,0,0,75,6.135922,1.631986,1.393048294,PC_L12_ID1xPC_L12_ID1,1,Self2013
E1695,2013,Self,0.673662,PC_J48_ID2,PC_J48_ID2,2038.76,18,10,E,80,79,99,43,5.5,3,9,3,310,103.33,42.5,4.25,3.348969,8.5,5,2803,49,0.0176,1.2,7,0,0.029,1,0.0353,0,0,0,80,5.451549,1.638132,1.423447573,PC_J48_ID2xPC_J48_ID2,1,Self2013
E1703,2013,Outcross,-0.05867815,PC_J12_ID1,PC_N07_ID1,2397.29,19,7,E,65,65,134,56,5.5,11,17,4,560,140,33.5,3,4.029087,6,5.58,4000,95,0.0238,1.3,10,100,0.0304,0,0.0475,0,0,0,95,6.187466,1.539891,1.354096761,PC_J12_ID1xPC_N07_ID1,1,Outcross2013
E1704,2013,Outcross,-0.0365598,PC_J12_ID1,PC_L08_ID1,2291.64,19,8,E,60,64,115,38,3,8,7,2,480,240,38,3.75,4.039717,7.5,5.07,2286,60,0.0262,1,6,100,0.0146,-4,0.0523,0,0,0.018,65,6.334022,1.571871,1.350299516,PC_J12_ID1xPC_L08_ID1,1,Outcross2013
E1705,2013,Self,0.4236473,PC_N14_ID2,PC_N14_ID2,1999.01,19,9,E,72,70,112,40,3.5,4,6,2,320,160,39,3.75,3.808638,7.5,5.2,1876,46,0.0247,1.2,6,100,0.0188,2,0.0495,0,0,0,85,5.930652,1.563091,1.382904896,PC_N14_ID2xPC_N14_ID2,1,Self2013
E1712,2013,Self,0.2865676,PC_M15_ID1,PC_M15_ID1,1323.15,19,16,E,68,68,143,60,7,9,14,3,550,183.33,48,5,3.627237,10,4.8,5707,125,0.0219,1.4,10,100,0.0255,0,0.0438,0,0,0,85,6.114882,1.691543,1.400746942,PC_M15_ID1xPC_M15_ID1,1,Self2013
E1714,2013,Self,0.5941762,PC_N58_ID2,PC_N58_ID2,1145.85,19,18,E,77,74,130,62,6,8,9,3,420,140,54,5,3.689036,10,5.4,4694,110,0.0235,1.5,10,100,0.0214,3,0.047,0,0,0.016,90,6.311769,1.722701,1.405841509,PC_N58_ID2xPC_N58_ID2,1,Self2013
E1718,2013,Outcross,-0.00837165,PC_J07_ID2,PC_N57_ID2,1963.19,19,22,E,68,68,158,63,5,10,11,3,360,120,39.5,4,3.546817,8,4.94,4890,107,0.0218,1.4,12,100,0.0306,0,0.0437,0,0,0,95,5.538567,1.570773,1.387208237,PC_J07_ID2xPC_N57_ID2,1,Outcross2013
E1723,2013,Outcross,-0.0091642,PC_I55_ID2,PC_I58_ID2,1797.53,19,27,E,78,72,164,52,6,9,5,2,390,195,51,5,4.09226,10,5.1,4571,149,0.0325,1.4,12,100,0.0128,6,0.065,0,0,0,85,6.828317,1.67183,1.35616079,PC_I55_ID2xPC_I58_ID2,1,Outcross2013
E1725,2013,Outcross,0.0077126,PC_K54_ID1,PC_M05_ID1,2281.2,19,29,E,68,65,138,49,6,11,10,3,270,90,39,4,4.029788,8,4.88,4543,123,0.027,1.6,10,100,0.037,3,0.054,0,0,0,75,6.142527,1.531117,1.420485117,PC_K54_ID1xPC_M05_ID1,1,Outcross2013
E1726,2013,Self,0.5375562,PC_I58_ID1,PC_I58_ID1,3429.77,19,30,E,62,63,73,33,5,6,9,4,670,167.5,40.5,3.5,4.026458,7,5.79,1965,61,0.0311,1.1,6,100,0.0134,-1,0.0623,0,0,0,75,6.743028,1.680759,1.424541459,PC_I58_ID1xPC_I58_ID1,1,Self2013
E1728,2013,Self,0.4744195,PC_O08_ID2,PC_O08_ID2,3809.88,19,32,E,76,75,116,52,6,5,9,3,230,76.67,41.5,4,4.298183,8,5.19,3886,115,0.0297,1.5,11,100,0.0391,1,0.0594,0,0,0.014,90,5.902468,1.3767,1.38757887,PC_O08_ID2xPC_O08_ID2,1,Self2013
E1729,2013,Outcross,-0.0015947,PC_M58_ID1,PC_J04_ID1,3416.31,19,33,E,80,76,172,71,8,6,5,2,250,125,49.5,5,4.017981,10,4.95,4366,112,0.0255,1.6,12,100,0.02,4,0.0511,0,0,0.014,80,5.926075,1.485793,1.421652919,PC_J04_ID1xPC_M58_ID1,-1,Outcross2013
E1730,2013,Outcross,0.0243683,PC_J48_ID2,PC_N07_ID2,4112.35,19,34,E,79,74,132,76,4.5,1,4,1,70,70,42,4.25,3.659339,8.5,4.94,1987,44,0.0219,0.9,7,0,0.0571,5,0.0439,0,0,0,75,5.68027,1.557669,1.401921533,PC_J48_ID2xPC_N07_ID2,1,Outcross2013
E1731,2013,Outcross,-0.01457274,PC_I11_ID2,PC_K55_ID2,2844.17,19,35,E,68,70,154,65,7,14,20,4,690,172.5,46,4.5,4.282439,9,5.11,6799,176,0.0258,1.5,10,100,0.029,-2,0.0517,0,0,0,100,6.197728,1.449288,1.355683902,PC_I11_ID2xPC_K55_ID2,1,Outcross2013
E1732,2013,Outcross,-0.0374653,PC_N07_ID1,PC_N13_ID1,3919.74,19,36,E,72,68,148,68,3,1,3,1,190,190,43.5,3.75,4.292298,7.5,5.8,1415,46,0.0322,0.9,7,0,0.0158,4,0.0644,0,0,0,75,6.090854,1.421605,1.347805725,PC_N07_ID1xPC_N13_ID1,1,Outcross2013
E1733,2013,Outcross,-0.01229423,PC_M58_ID1,PC_N04_ID1,2489.72,19,37,E,70,67,132,65,6.5,10,10,3,100,33.33,51,5.5,4.093876,11,4.64,6431,139,0.0216,1.5,10,0,0.1,3,0.0432,0,0,0,90,5.563958,1.362584,1.336216966,PC_M58_ID1xPC_N04_ID1,1,Outcross2013
E1738,2013,Outcross,-0.0024471,PC_K60_ID1,PC_N09_ID1,1266.11,19,42,E,67,66,135,55,6,7,19,3,730,243.33,45.5,4.25,3.929701,8.5,5.35,4532,109,0.024,1.5,7,100,0.026,1,0.0481,0,0,0,60,5.340069,1.362876,1.423915021,PC_K60_ID1xPC_N09_ID1,1,Outcross2013
E1742,2013,Outcross,-0.0271636,PC_O08_ID2,PC_I11_ID2,743.55,19,46,E,61,65,123,54,6.5,14,13,4,700,175,39,3.5,4.049306,7,5.57,3621,100,0.0277,1.5,7,100,0.0186,-4,0.0554,0,0,0,60,5.725731,1.416987,1.353587809,PC_I11_ID2xPC_O08_ID2,-1,Outcross2013
E1744,2013,Outcross,-0.0161325,PC_L14_ID1,PC_M05_ID1,2482.42,19,48,E,87,75,70,69,4,0,4,3,140,46.67,57.5,5,3.700449,10,5.75,1500,40,0.0268,1.1,5,0,0.0286,12,0.0535,0,0,0,NA,6.784054,1.845528,1.408890273,PC_L14_ID1xPC_M05_ID1,1,Outcross2013
E1745,2013,Self,0.31922,PC_I55_ID2,PC_I55_ID2,2562.77,19,49,E,85,79,167,72,6,4,6,3,350,116.67,50,4.75,4.478217,9.5,5.26,3098,102,0.033,1.4,9,0,0.0171,6,0.0659,0,0,0,80,6.613474,1.477208,1.359548445,PC_I55_ID2xPC_I55_ID2,1,Self2013
E1746,2013,Outcross,0.0123446,PC_L06_ID2,PC_I55_ID2,2702.81,19,50,E,79,75,155,72,6.5,7,7,3,330,110,46,4.75,4.463072,9.5,4.84,3536,98,0.0277,1.2,8,100,0.0212,4,0.0554,0,0,0,75,5.891282,1.322456,1.353199029,PC_I55_ID2xPC_L06_ID2,-1,Outcross2013
E1747,2013,Self,0.6126053,PC_N07_ID1,PC_N07_ID1,2989.26,19,51,E,88,83,130,50,4.5,5,5,3,150,50,34.5,3.25,4.105885,6.5,5.31,2152,47,0.0219,1.5,8,90,0.0333,5,0.0438,0,0,0,100,6.037324,1.479701,1.315444163,PC_N07_ID1xPC_N07_ID1,1,Self2013
E1751,2013,Self,0.5340632,PC_L56_ID1,PC_L56_ID1,2659.47,19,55,E,83,80,59,47,4,0,3,1,70,70,42,3.75,NA,7.5,5.6,856,23,0.0265,0.9,4,0,0.0429,3,0.053,0,0,0.333,NA,NA,NA,NA,PC_L56_ID1xPC_L56_ID1,1,Self2013
E1753,2013,Outcross,-0.05580395,PC_I05_ID1,PC_L12_ID1,3226.08,19,57,E,74,72,125,57,6,2,6,3,580,193.33,48,5.25,3.845846,10.5,4.57,2055,52,0.0252,1.1,7,100,0.0103,2,0.0504,0,0,0,95,5.752587,1.502374,1.393789645,PC_I05_ID1xPC_L12_ID1,1,Outcross2013
E1754,2013,Outcross,-0.0228845,PC_K54_ID1,PC_N13_ID1,2228.31,19,58,E,69,70,147,65,6,13,11,3,510,170,51.5,5.25,4.6323,10.5,4.9,6042,189,0.0312,1.8,10,100,0.0216,-1,0.0624,0,0,0,95,6.401682,1.386676,1.297647003,PC_K54_ID1xPC_N13_ID1,1,Outcross2013
E1756,2013,Self,0.3077955,PC_M05_ID1,PC_M05_ID1,1898.43,19,60,E,80,76,174,69,6,5,5,1,100,100,37.5,4.5,3.686143,9,4.17,3556,68,0.0191,1.6,10,100,0.05,4,0.0383,0,0.5,0,95,5.349752,1.455602,1.460873821,PC_M05_ID1xPC_M05_ID1,1,Self2013
E1758,2013,Self,0.3968058,PC_O51_ID2,PC_O51_ID2,1653.76,19,62,E,80,75,140,67,6.5,3,11,3,580,193.33,42,3.75,3.984486,7.5,5.6,2619,88,0.0334,1.2,8,100,0.019,5,0.0669,0,0.018,0.018,85,6.407856,1.61604,1.425700068,PC_O51_ID2xPC_O51_ID2,1,Self2013
E1759,2013,Self,0.6015092,PC_J50_ID1,PC_J50_ID1,2872.98,19,63,E,74,70,NA,62,4.5,8,8,3,420,140,53.5,3.25,4.052802,6.5,8.23,2731,93,0.0339,1.1,9,100,0.019,4,0.0679,0,0,0,80,7.670266,1.903159,1.487717776,PC_J50_ID1xPC_J50_ID1,1,Self2013
E1760,2013,Outcross,0.0297573,PC_M15_ID1,PC_I08_ID1,2635.54,19,64,E,63,64,153,58,5,6,9,3,540,180,50,5,3.94645,10,5,3602,104,0.0288,1.4,8,100,0.0167,-1,0.0576,0,0,0,100,6.373691,1.618605,1.394751576,PC_I08_ID1xPC_M15_ID1,-1,Outcross2013
E1761,2013,Self,0.5768161,PC_J50_ID1,PC_J50_ID1,3221.95,19,65,E,74,73,141,69,5,9,6,2,350,175,45,3.75,3.954175,7.5,6,2835,72,0.0253,1.3,8,100,0.0171,1,0.0507,0,0,0,NA,5.884872,1.489412,1.408155577,PC_J50_ID1xPC_J50_ID1,1,Self2013
E1762,2013,Outcross,-0.0186298,PC_N10_ID2,PC_J14_ID2,3825.05,19,66,E,67,66,144,60,6,5,10,3,560,186.67,41.5,4.5,3.826867,9,4.61,3264,73,0.0223,1.6,8,100,0.0179,1,0.0447,0,0,0,100,5.355221,1.410177,1.412871655,PC_J14_ID2xPC_N10_ID2,-1,Outcross2013
E1764,2013,Outcross,-0.0091793,PC_I06_ID1,PC_M15_ID1,4257.75,19,68,E,77,76,83,50,3,0,3,1,60,60,31.5,3.5,3.214771,7,4.5,622,12,0.0186,0.6,3,0,0.05,1,0.0372,0,0,0,NA,5.820737,1.817466,1.383290109,PC_I06_ID1xPC_M15_ID1,1,Outcross2013
E1765,2013,Outcross,0.0039246,PC_I55_ID2,PC_L06_ID2,3316.76,19,69,E,75,74,146,74,5,6,10,3,640,213.33,40.5,4.5,3.762951,9,4.5,3268,70,0.0215,1.3,8,100,0.0156,1,0.0429,0,0,0,80,5.307217,1.412574,1.344589568,PC_I55_ID2xPC_L06_ID2,1,Outcross2013
E1766,2013,Self,0.4921658,PC_M59_ID1,PC_M59_ID1,3822.56,19,70,E,NA,83,112,61,4,0,2,1,70,70,35,4,NA,8,4.38,1608,27,0.0168,0.9,8,100,0.0286,NA,0.0337,0,0,0,NA,NA,NA,NA,PC_M59_ID1xPC_M59_ID1,1,Self2013
